shipment_id,lane_id,origin,destination,carrier_id,carrier_name,distance_km,weight_kg,freight_cost_inr,cost_per_kg,transit_days_promised,transit_days_actual,on_time_delivery,delay_days,damage_loss_flag,is_monsoon,is_festival,shipment_date
SHP10199,L006,Pune,Ahmedabad,C004,VRL Logistics,475,5058.6,15090.7,2.983,1,1,1,0,0,0,1,2023-11-26
SHP10200,L003,Mumbai,Bangalore,C005,TCI Freight,984,4723.7,20635.47,4.368,2,2,1,0,0,0,0,2024-01-28
SHP10201,L006,Pune,Ahmedabad,C001,BlueDart Logistics,475,2376.5,6033.59,2.539,2,2,1,0,0,0,1,2023-11-22
SHP10202,L006,Pune,Ahmedabad,C004,VRL Logistics,475,8989.2,26690.92,2.969,1,1,1,0,0,1,0,2023-06-05
SHP10203,L003,Mumbai,Bangalore,C005,TCI Freight,984,3476.8,15272.45,4.393,2,2,1,0,0,0,0,2023-12-06
SHP10204,L006,Pune,Ahmedabad,C001,BlueDart Logistics,475,1115.5,2385.42,2.138,1,1,1,0,0,1,0,2024-06-22
SHP10205,L003,Mumbai,Bangalore,C004,VRL Logistics,984,3046.8,11743.65,3.854,2,3,0,1,0,1,0,2023-06-08
SHP10206,L005,Chennai,Hyderabad,C003,Delhivery Ltd,627,5441.6,13857.14,2.547,2,2,1,0,0,0,0,2024-02-12
SHP10207,L005,Chennai,Hyderabad,C006,Safexpress,627,5185.6,16081.59,3.101,1,1,1,0,0,0,0,2024-01-25
SHP10208,L006,Pune,Ahmedabad,C005,TCI Freight,475,4573.8,9993.15,2.185,2,2,1,0,0,0,0,2023-02-06
SHP10209,L005,Chennai,Hyderabad,C002,GATI Express,627,5261.8,18195.37,3.458,1,1,1,0,0,0,0,2023-04-03
SHP10210,L001,Mumbai,Delhi,C004,VRL Logistics,1415,6809.6,27307.96,4.01,3,3,1,0,0,1,0,2023-06-20
SHP10211,L001,Mumbai,Delhi,C001,BlueDart Logistics,1415,9144.9,36591.04,4.001,2,2,1,0,0,0,1,2023-11-29
SHP10212,L005,Chennai,Hyderabad,C004,VRL Logistics,627,4229.9,12707.19,3.004,1,1,1,0,0,0,0,2023-05-30
SHP10213,L009,Mumbai,Hyderabad,C006,Safexpress,711,10728.2,30306.63,2.825,2,2,1,0,0,1,0,2023-07-04
SHP10214,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,1904.3,6903.89,3.625,2,2,1,0,0,1,0,2023-09-04
SHP10215,L003,Mumbai,Bangalore,C002,GATI Express,984,4962.3,17704.44,3.568,3,3,1,0,0,0,0,2024-04-17
SHP10216,L005,Chennai,Hyderabad,C006,Safexpress,627,2024.0,6840.57,3.38,1,2,0,1,0,0,0,2023-01-10
SHP10217,L009,Mumbai,Hyderabad,C002,GATI Express,711,9762.0,35734.59,3.661,2,2,1,0,0,0,0,2023-03-17
SHP10218,L009,Mumbai,Hyderabad,C003,Delhivery Ltd,711,5481.4,15930.9,2.906,3,3,1,0,0,0,0,2024-03-10
SHP10219,L005,Chennai,Hyderabad,C002,GATI Express,627,5704.1,14678.09,2.573,1,1,1,0,0,0,0,2024-01-29
SHP10220,L006,Pune,Ahmedabad,C005,TCI Freight,475,5130.4,12230.3,2.384,2,2,1,0,0,0,0,2024-01-03
SHP10221,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,3690.1,9126.43,2.473,1,1,1,0,0,0,0,2024-02-10
SHP10222,L001,Mumbai,Delhi,C005,TCI Freight,1415,4180.0,19689.22,4.71,2,2,1,0,0,0,0,2024-05-23
SHP10223,L003,Mumbai,Bangalore,C005,TCI Freight,984,2731.9,11137.14,4.077,2,2,1,0,0,0,0,2023-12-27
SHP10224,L009,Mumbai,Hyderabad,C003,Delhivery Ltd,711,8281.4,22694.54,2.74,3,3,1,0,0,0,0,2023-05-21
SHP10225,L001,Mumbai,Delhi,C003,Delhivery Ltd,1415,11085.4,49019.34,4.422,2,2,1,0,0,0,0,2024-03-27
SHP10226,L003,Mumbai,Bangalore,C001,BlueDart Logistics,984,1690.5,7140.92,4.224,2,2,1,0,0,0,1,2023-10-30
SHP10227,L003,Mumbai,Bangalore,C002,GATI Express,984,12059.7,53010.73,4.396,3,4,0,1,0,0,0,2023-05-16
SHP10228,L005,Chennai,Hyderabad,C005,TCI Freight,627,4351.6,14394.79,3.308,1,1,1,0,0,0,0,2024-05-28
SHP10229,L005,Chennai,Hyderabad,C004,VRL Logistics,627,5055.1,16926.76,3.348,2,3,0,1,0,0,1,2023-10-30
SHP10230,L001,Mumbai,Delhi,C004,VRL Logistics,1415,5711.0,26719.5,4.679,2,3,0,1,0,0,0,2023-03-19
SHP10231,L003,Mumbai,Bangalore,C006,Safexpress,984,2480.3,9217.99,3.716,3,3,1,0,0,0,0,2024-02-11
SHP10232,L006,Pune,Ahmedabad,C001,BlueDart Logistics,475,2714.2,6061.19,2.233,2,4,0,2,1,1,0,2023-09-28
SHP10233,L005,Chennai,Hyderabad,C006,Safexpress,627,4557.5,12996.81,2.852,2,3,0,1,0,1,0,2023-09-26
SHP10234,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,1780.3,4433.66,2.49,1,2,0,1,0,1,0,2023-08-28
SHP10235,L009,Mumbai,Hyderabad,C003,Delhivery Ltd,711,12304.6,33266.6,2.704,3,3,1,0,0,1,0,2023-08-15
SHP10236,L006,Pune,Ahmedabad,C006,Safexpress,475,2677.8,6646.99,2.482,2,2,1,0,0,0,1,2023-11-06
SHP10237,L003,Mumbai,Bangalore,C001,BlueDart Logistics,984,1820.9,8293.44,4.555,2,2,1,0,0,0,0,2023-02-08
SHP10238,L001,Mumbai,Delhi,C001,BlueDart Logistics,1415,4018.0,15145.55,3.769,3,3,1,0,0,1,0,2023-08-29
SHP10239,L006,Pune,Ahmedabad,C003,Delhivery Ltd,475,13378.6,37118.73,2.774,2,2,1,0,0,0,0,2024-03-05
SHP10240,L003,Mumbai,Bangalore,C004,VRL Logistics,984,974.4,3945.17,4.049,2,2,1,0,0,0,0,2023-04-12
SHP10241,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,4757.2,13867.4,2.915,1,1,1,0,0,0,0,2024-01-15
SHP10242,L003,Mumbai,Bangalore,C003,Delhivery Ltd,984,4182.5,15552.86,3.719,3,3,1,0,0,0,0,2023-04-12
SHP10243,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,2530.3,6724.67,2.658,1,2,0,1,0,0,0,2024-02-12
SHP10244,L001,Mumbai,Delhi,C004,VRL Logistics,1415,3073.2,11929.53,3.882,3,3,1,0,0,0,0,2023-04-04
SHP10245,L009,Mumbai,Hyderabad,C001,BlueDart Logistics,711,7365.5,21354.59,2.899,2,2,1,0,0,0,0,2023-02-21
SHP10246,L003,Mumbai,Bangalore,C005,TCI Freight,984,22970.3,99545.42,4.334,2,2,1,0,0,1,0,2023-07-30
SHP10247,L009,Mumbai,Hyderabad,C002,GATI Express,711,2529.4,7566.67,2.991,2,3,0,1,0,1,0,2023-08-10
SHP10248,L003,Mumbai,Bangalore,C005,TCI Freight,984,10380.2,45378.91,4.372,2,2,1,0,0,0,0,2023-01-03
SHP10249,L003,Mumbai,Bangalore,C002,GATI Express,984,1416.5,4782.39,3.376,2,2,1,0,0,1,0,2023-09-14
SHP10250,L001,Mumbai,Delhi,C002,GATI Express,1415,8102.6,38335.65,4.731,2,3,0,1,0,0,0,2023-01-16
SHP10251,L003,Mumbai,Bangalore,C005,TCI Freight,984,2217.4,7676.08,3.462,2,2,1,0,0,0,1,2023-11-28
SHP10252,L001,Mumbai,Delhi,C002,GATI Express,1415,4658.6,17409.49,3.737,3,3,1,0,0,0,0,2024-03-07
SHP10253,L001,Mumbai,Delhi,C004,VRL Logistics,1415,5004.0,21639.6,4.324,2,2,1,0,0,0,0,2024-04-04
SHP10254,L001,Mumbai,Delhi,C004,VRL Logistics,1415,5214.8,25864.16,4.96,2,2,1,0,0,0,0,2024-05-30
SHP10255,L001,Mumbai,Delhi,C006,Safexpress,1415,4545.0,19285.9,4.243,2,2,1,0,0,1,0,2024-06-17
SHP10256,L001,Mumbai,Delhi,C001,BlueDart Logistics,1415,8009.0,33610.75,4.197,2,2,1,0,0,0,0,2024-05-05
SHP10257,L001,Mumbai,Delhi,C004,VRL Logistics,1415,2795.5,13675.37,4.892,2,2,1,0,0,0,0,2024-03-30
SHP10258,L005,Chennai,Hyderabad,C005,TCI Freight,627,3313.2,8591.41,2.593,1,1,1,0,0,1,0,2023-06-01
SHP10259,L009,Mumbai,Hyderabad,C006,Safexpress,711,2800.6,10401.91,3.714,2,2,1,0,0,0,1,2023-11-29
SHP10260,L009,Mumbai,Hyderabad,C003,Delhivery Ltd,711,1804.7,5940.87,3.292,3,3,1,0,0,0,0,2024-04-09
SHP10261,L001,Mumbai,Delhi,C006,Safexpress,1415,14169.0,64140.9,4.527,3,4,0,1,0,0,0,2023-04-28
SHP10262,L009,Mumbai,Hyderabad,C006,Safexpress,711,1931.4,6035.5,3.125,2,2,1,0,0,1,0,2023-08-09
SHP10263,L003,Mumbai,Bangalore,C004,VRL Logistics,984,7069.9,26585.02,3.76,2,2,1,0,0,0,0,2023-12-14
SHP10264,L001,Mumbai,Delhi,C003,Delhivery Ltd,1415,5578.1,25367.57,4.548,2,2,1,0,0,0,0,2024-03-13
SHP10265,L005,Chennai,Hyderabad,C002,GATI Express,627,4637.7,11861.35,2.558,1,1,1,0,0,0,0,2024-04-30
SHP10266,L001,Mumbai,Delhi,C001,BlueDart Logistics,1415,5263.4,24551.37,4.665,2,2,1,0,0,0,0,2024-03-18
SHP10267,L005,Chennai,Hyderabad,C002,GATI Express,627,5378.6,18480.73,3.436,2,2,1,0,0,0,0,2023-03-03
SHP10268,L009,Mumbai,Hyderabad,C003,Delhivery Ltd,711,2188.8,6607.23,3.019,2,2,1,0,0,0,0,2023-05-06
SHP10269,L006,Pune,Ahmedabad,C006,Safexpress,475,7676.8,20346.27,2.65,1,4,0,3,0,0,0,2023-02-22
SHP10270,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,1848.7,4847.39,2.622,1,1,1,0,0,1,0,2024-06-03
SHP10271,L006,Pune,Ahmedabad,C002,GATI Express,475,6843.9,19605.73,2.865,1,1,1,0,0,0,0,2023-04-21
SHP10272,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,12995.0,35015.7,2.695,2,2,1,0,0,0,1,2023-10-13
SHP10273,L006,Pune,Ahmedabad,C005,TCI Freight,475,12610.6,37049.3,2.938,2,2,1,0,0,0,0,2023-01-27
SHP10274,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,6186.8,19663.13,3.178,1,1,1,0,0,1,0,2023-07-04
SHP10275,L005,Chennai,Hyderabad,C003,Delhivery Ltd,627,1185.8,3141.33,2.649,1,1,1,0,0,0,0,2023-12-26
SHP10276,L003,Mumbai,Bangalore,C005,TCI Freight,984,2078.5,7105.75,3.419,2,2,1,0,0,0,0,2024-02-15
SHP10277,L001,Mumbai,Delhi,C001,BlueDart Logistics,1415,6964.7,28715.5,4.123,2,2,1,0,0,1,0,2024-06-27
SHP10278,L006,Pune,Ahmedabad,C003,Delhivery Ltd,475,6935.3,16628.65,2.398,1,1,1,0,0,1,0,2023-06-11
SHP10279,L005,Chennai,Hyderabad,C005,TCI Freight,627,1716.2,4501.44,2.623,1,1,1,0,0,0,0,2023-03-28
SHP10280,L009,Mumbai,Hyderabad,C001,BlueDart Logistics,711,7076.5,22048.8,3.116,2,2,1,0,0,0,0,2023-03-25
SHP10281,L006,Pune,Ahmedabad,C004,VRL Logistics,475,1975.3,4669.65,2.364,1,1,1,0,0,0,0,2024-03-28
SHP10282,L009,Mumbai,Hyderabad,C001,BlueDart Logistics,711,3978.6,10962.3,2.755,2,2,1,0,0,0,0,2023-12-20
SHP10283,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,5684.6,16881.19,2.97,3,3,1,0,0,1,0,2024-06-23
SHP10284,L003,Mumbai,Bangalore,C004,VRL Logistics,984,1929.9,6758.28,3.502,2,2,1,0,0,0,0,2023-02-26
SHP10285,L003,Mumbai,Bangalore,C002,GATI Express,984,3865.2,14171.38,3.666,2,3,0,1,0,1,0,2023-09-19
SHP10286,L001,Mumbai,Delhi,C004,VRL Logistics,1415,3177.1,11945.59,3.76,2,2,1,0,0,0,0,2024-03-16
SHP10287,L009,Mumbai,Hyderabad,C006,Safexpress,711,4236.5,13731.41,3.241,3,3,1,0,0,1,0,2023-08-24
SHP10288,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,5467.7,13712.65,2.508,2,2,1,0,0,0,0,2024-02-11
SHP10289,L001,Mumbai,Delhi,C004,VRL Logistics,1415,2205.7,9741.18,4.416,2,2,1,0,0,0,0,2023-03-21
SHP10290,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,8105.9,22371.98,2.76,2,2,1,0,0,0,0,2024-03-03
SHP10291,L001,Mumbai,Delhi,C003,Delhivery Ltd,1415,6473.7,27489.55,4.246,3,3,1,0,0,1,0,2023-06-25
SHP10292,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,8031.2,21780.34,2.712,1,3,0,2,0,0,0,2024-03-23
SHP10293,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,5325.7,16320.11,3.064,2,2,1,0,0,1,0,2024-06-20
SHP10294,L005,Chennai,Hyderabad,C006,Safexpress,627,4799.5,13453.31,2.803,1,3,0,2,0,0,0,2023-12-14
SHP10295,L003,Mumbai,Bangalore,C001,BlueDart Logistics,984,7397.5,25015.8,3.382,3,4,0,1,0,1,0,2024-06-06
SHP10296,L009,Mumbai,Hyderabad,C002,GATI Express,711,2115.2,7242.88,3.424,2,2,1,0,0,0,0,2023-12-24
SHP10297,L003,Mumbai,Bangalore,C002,GATI Express,984,6638.4,23701.99,3.57,2,2,1,0,0,0,0,2023-04-16
SHP10298,L003,Mumbai,Bangalore,C005,TCI Freight,984,4202.3,13994.58,3.33,3,3,1,0,0,1,0,2023-06-06
SHP10299,L006,Pune,Ahmedabad,C004,VRL Logistics,475,5329.4,15634.51,2.934,2,2,1,0,0,0,0,2024-04-04
SHP10300,L009,Mumbai,Hyderabad,C006,Safexpress,711,8272.2,24634.7,2.978,3,3,1,0,0,0,1,2023-11-27
SHP10301,L006,Pune,Ahmedabad,C001,BlueDart Logistics,475,5824.4,15594.61,2.677,1,1,1,0,0,0,0,2024-04-25
SHP10302,L005,Chennai,Hyderabad,C005,TCI Freight,627,7540.5,22470.29,2.98,1,1,1,0,0,0,0,2023-02-27
SHP10303,L005,Chennai,Hyderabad,C004,VRL Logistics,627,5055.4,12753.48,2.523,1,2,0,1,0,0,0,2024-04-07
SHP10304,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,19522.8,59895.78,3.068,2,2,1,0,0,0,0,2023-04-03
SHP10305,L006,Pune,Ahmedabad,C004,VRL Logistics,475,3953.3,11545.29,2.92,1,2,0,1,0,0,0,2023-02-12
SHP10306,L009,Mumbai,Hyderabad,C006,Safexpress,711,2911.5,9583.0,3.291,2,2,1,0,0,1,0,2023-07-12
SHP10307,L009,Mumbai,Hyderabad,C002,GATI Express,711,7912.5,21738.01,2.747,2,2,1,0,0,0,0,2023-03-05
SHP10308,L005,Chennai,Hyderabad,C006,Safexpress,627,1540.4,4807.31,3.121,2,2,1,0,0,0,0,2023-03-28
SHP10309,L001,Mumbai,Delhi,C002,GATI Express,1415,2381.7,10337.48,4.34,2,2,1,0,0,0,0,2024-03-24
SHP10310,L009,Mumbai,Hyderabad,C002,GATI Express,711,4449.6,16156.33,3.631,2,2,1,0,0,0,0,2024-01-08
SHP10311,L006,Pune,Ahmedabad,C004,VRL Logistics,475,2994.8,7930.68,2.648,2,3,0,1,0,0,0,2023-12-13
SHP10312,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,5431.0,16463.17,3.031,1,1,1,0,0,0,0,2023-12-04
SHP10313,L006,Pune,Ahmedabad,C003,Delhivery Ltd,475,6604.3,18955.14,2.87,2,2,1,0,0,1,0,2023-09-16
SHP10314,L009,Mumbai,Hyderabad,C002,GATI Express,711,3381.6,11048.61,3.267,2,2,1,0,0,0,0,2023-12-08
SHP10315,L003,Mumbai,Bangalore,C003,Delhivery Ltd,984,3521.8,14647.09,4.159,3,3,1,0,0,0,1,2023-11-14
SHP10316,L006,Pune,Ahmedabad,C002,GATI Express,475,3928.3,10268.8,2.614,1,2,0,1,0,0,0,2023-03-28
SHP10317,L005,Chennai,Hyderabad,C002,GATI Express,627,2430.5,7584.9,3.121,1,1,1,0,0,1,0,2024-06-23
SHP10318,L006,Pune,Ahmedabad,C005,TCI Freight,475,3219.2,7862.17,2.442,1,1,1,0,0,0,0,2024-01-06
SHP10319,L003,Mumbai,Bangalore,C002,GATI Express,984,3222.2,11230.55,3.485,2,2,1,0,0,0,0,2023-12-16
SHP10320,L003,Mumbai,Bangalore,C002,GATI Express,984,3954.0,17212.12,4.353,2,2,1,0,0,0,0,2023-03-21
SHP10321,L001,Mumbai,Delhi,C005,TCI Freight,1415,6976.3,31693.58,4.543,2,4,0,2,0,1,0,2024-06-23
SHP10322,L009,Mumbai,Hyderabad,C002,GATI Express,711,7296.3,20510.18,2.811,2,2,1,0,0,0,0,2024-01-21
SHP10323,L009,Mumbai,Hyderabad,C002,GATI Express,711,16417.8,50579.66,3.081,2,2,1,0,0,0,0,2024-03-24
SHP10324,L003,Mumbai,Bangalore,C004,VRL Logistics,984,4818.0,20584.69,4.272,3,3,1,0,0,0,1,2023-10-19
SHP10325,L003,Mumbai,Bangalore,C005,TCI Freight,984,14425.2,65118.87,4.514,2,2,1,0,0,1,0,2023-09-02
SHP10326,L006,Pune,Ahmedabad,C002,GATI Express,475,4866.6,14374.67,2.954,2,2,1,0,0,0,0,2024-01-12
SHP10327,L006,Pune,Ahmedabad,C004,VRL Logistics,475,10027.0,25719.69,2.565,1,1,1,0,0,0,1,2023-10-16
SHP10328,L006,Pune,Ahmedabad,C002,GATI Express,475,7399.3,16619.56,2.246,2,2,1,0,0,1,0,2023-07-24
SHP10329,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,14883.7,45065.74,3.028,1,1,1,0,0,0,0,2024-05-07
SHP10330,L001,Mumbai,Delhi,C006,Safexpress,1415,8040.8,32075.09,3.989,2,2,1,0,0,1,0,2024-06-12
SHP10331,L003,Mumbai,Bangalore,C003,Delhivery Ltd,984,6663.3,22828.29,3.426,3,3,1,0,0,0,0,2024-04-05
SHP10332,L006,Pune,Ahmedabad,C001,BlueDart Logistics,475,4445.9,12888.89,2.899,1,1,1,0,0,1,0,2023-08-16
SHP10333,L001,Mumbai,Delhi,C004,VRL Logistics,1415,5367.0,23120.77,4.308,2,2,1,0,0,0,0,2023-02-24
SHP10334,L003,Mumbai,Bangalore,C004,VRL Logistics,984,5000.3,17644.24,3.529,2,2,1,0,0,0,0,2023-03-25
SHP10335,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,10583.7,27566.98,2.605,1,1,1,0,0,0,0,2023-12-10
SHP10336,L005,Chennai,Hyderabad,C004,VRL Logistics,627,7723.2,22715.06,2.941,2,3,0,1,0,0,0,2023-05-23
SHP10337,L009,Mumbai,Hyderabad,C001,BlueDart Logistics,711,2186.0,6367.11,2.913,2,2,1,0,0,0,0,2023-03-23
SHP10338,L003,Mumbai,Bangalore,C005,TCI Freight,984,6787.3,22926.67,3.378,2,2,1,0,0,1,0,2024-06-24
SHP10339,L005,Chennai,Hyderabad,C002,GATI Express,627,5058.2,12713.61,2.513,1,1,1,0,0,0,1,2023-11-05
SHP10340,L006,Pune,Ahmedabad,C006,Safexpress,475,5460.7,12133.68,2.222,1,1,1,0,0,0,0,2024-04-13
SHP10341,L006,Pune,Ahmedabad,C005,TCI Freight,475,6279.9,16176.73,2.576,2,2,1,0,0,0,0,2023-01-17
SHP10342,L003,Mumbai,Bangalore,C006,Safexpress,984,1659.1,6306.05,3.801,2,2,1,0,0,0,0,2023-05-28
SHP10343,L009,Mumbai,Hyderabad,C003,Delhivery Ltd,711,8769.3,27070.62,3.087,3,3,1,0,0,1,0,2023-09-04
SHP10344,L001,Mumbai,Delhi,C005,TCI Freight,1415,3514.5,17472.35,4.972,2,4,0,2,0,0,0,2024-01-05
SHP10345,L009,Mumbai,Hyderabad,C005,TCI Freight,711,6163.1,16375.74,2.657,3,3,1,0,0,1,0,2024-06-03
SHP10346,L006,Pune,Ahmedabad,C001,BlueDart Logistics,475,12573.1,29508.36,2.347,1,1,1,0,0,0,0,2024-02-01
SHP10347,L001,Mumbai,Delhi,C003,Delhivery Ltd,1415,4724.7,18541.87,3.924,2,2,1,0,0,0,0,2023-03-11
SHP10348,L001,Mumbai,Delhi,C005,TCI Freight,1415,2349.8,8541.93,3.635,2,3,0,1,0,0,0,2023-12-07
SHP10349,L009,Mumbai,Hyderabad,C003,Delhivery Ltd,711,4417.6,13867.36,3.139,3,3,1,0,0,1,0,2023-06-29
SHP10350,L006,Pune,Ahmedabad,C006,Safexpress,475,9634.6,21005.48,2.18,1,1,1,0,0,1,0,2023-07-06
SHP10351,L006,Pune,Ahmedabad,C001,BlueDart Logistics,475,10789.5,23341.25,2.163,1,2,0,1,0,0,1,2023-10-28
SHP10352,L003,Mumbai,Bangalore,C001,BlueDart Logistics,984,2353.5,9215.04,3.915,2,3,0,1,0,0,1,2023-11-20
SHP10353,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,13307.5,45941.76,3.452,2,3,0,1,0,1,0,2023-09-17
SHP10354,L003,Mumbai,Bangalore,C003,Delhivery Ltd,984,2319.4,10162.48,4.382,2,2,1,0,0,0,0,2024-01-01
SHP10355,L005,Chennai,Hyderabad,C003,Delhivery Ltd,627,11687.3,33992.58,2.909,1,1,1,0,0,0,0,2023-05-08
SHP10356,L006,Pune,Ahmedabad,C006,Safexpress,475,6036.8,14619.06,2.422,1,1,1,0,0,0,0,2024-03-26
SHP10357,L003,Mumbai,Bangalore,C004,VRL Logistics,984,6464.3,28826.47,4.459,2,2,1,0,0,0,0,2024-05-24
SHP10358,L009,Mumbai,Hyderabad,C003,Delhivery Ltd,711,5529.8,17117.95,3.096,3,3,1,0,0,0,0,2023-03-26
SHP10359,L006,Pune,Ahmedabad,C005,TCI Freight,475,7520.6,17914.41,2.382,2,2,1,0,0,1,0,2023-07-04
SHP10360,L001,Mumbai,Delhi,C001,BlueDart Logistics,1415,3275.3,13116.24,4.005,3,3,1,0,0,0,0,2023-12-02
SHP10361,L006,Pune,Ahmedabad,C005,TCI Freight,475,14480.6,39510.96,2.729,1,1,1,0,0,0,0,2024-03-12
SHP10362,L005,Chennai,Hyderabad,C004,VRL Logistics,627,8138.7,27249.08,3.348,2,2,1,0,0,0,0,2023-02-13
SHP10363,L005,Chennai,Hyderabad,C005,TCI Freight,627,3322.3,10345.85,3.114,1,1,1,0,0,0,0,2024-03-21
SHP10364,L001,Mumbai,Delhi,C001,BlueDart Logistics,1415,3746.6,16201.18,4.324,2,2,1,0,0,0,0,2024-02-20
SHP10365,L003,Mumbai,Bangalore,C001,BlueDart Logistics,984,1147.9,4742.96,4.132,3,3,1,0,0,0,0,2023-05-27
SHP10366,L006,Pune,Ahmedabad,C001,BlueDart Logistics,475,2751.3,6414.64,2.331,1,1,1,0,0,0,0,2023-05-10
SHP10367,L005,Chennai,Hyderabad,C003,Delhivery Ltd,627,4776.1,11930.08,2.498,2,3,0,1,0,0,0,2024-01-28
SHP10368,L003,Mumbai,Bangalore,C006,Safexpress,984,6734.1,25083.03,3.725,2,2,1,0,0,0,0,2024-04-05
SHP10369,L001,Mumbai,Delhi,C005,TCI Freight,1415,14313.7,58820.95,4.109,3,3,1,0,0,0,0,2023-05-21
SHP10370,L005,Chennai,Hyderabad,C006,Safexpress,627,4181.8,14385.09,3.44,1,1,1,0,0,0,1,2023-10-13
SHP10371,L001,Mumbai,Delhi,C006,Safexpress,1415,4667.2,20214.04,4.331,2,2,1,0,0,1,0,2023-07-10
SHP10372,L009,Mumbai,Hyderabad,C001,BlueDart Logistics,711,8895.8,30235.77,3.399,2,2,1,0,0,1,0,2023-09-26
SHP10373,L003,Mumbai,Bangalore,C005,TCI Freight,984,7143.7,31781.73,4.449,3,3,1,0,0,0,1,2023-10-20
SHP10374,L006,Pune,Ahmedabad,C002,GATI Express,475,14576.8,41853.24,2.871,1,1,1,0,0,0,0,2023-05-06
SHP10375,L006,Pune,Ahmedabad,C002,GATI Express,475,6092.1,17266.22,2.834,1,1,1,0,0,0,0,2024-03-31
SHP10376,L005,Chennai,Hyderabad,C006,Safexpress,627,5264.4,13323.74,2.531,2,2,1,0,0,0,0,2023-12-22
SHP10377,L009,Mumbai,Hyderabad,C003,Delhivery Ltd,711,8691.4,29614.32,3.407,2,2,1,0,0,0,1,2023-11-04
SHP10378,L003,Mumbai,Bangalore,C003,Delhivery Ltd,984,3937.4,13353.35,3.391,2,2,1,0,0,1,0,2024-06-04
SHP10379,L003,Mumbai,Bangalore,C002,GATI Express,984,5556.5,18141.74,3.265,2,2,1,0,0,1,0,2023-08-31
SHP10380,L009,Mumbai,Hyderabad,C005,TCI Freight,711,2646.7,9281.91,3.507,2,2,1,0,0,0,0,2024-01-13
SHP10381,L009,Mumbai,Hyderabad,C002,GATI Express,711,3577.5,10627.25,2.971,2,2,1,0,0,0,0,2023-03-30
SHP10382,L006,Pune,Ahmedabad,C005,TCI Freight,475,2807.6,7988.81,2.845,1,1,1,0,1,0,0,2024-02-25
SHP10383,L001,Mumbai,Delhi,C002,GATI Express,1415,7723.3,28414.2,3.679,3,4,0,1,0,0,1,2023-11-21
SHP10384,L006,Pune,Ahmedabad,C006,Safexpress,475,4211.5,9422.36,2.237,1,1,1,0,0,1,0,2024-06-13
SHP10385,L009,Mumbai,Hyderabad,C006,Safexpress,711,1806.0,5606.53,3.104,2,3,0,1,0,1,0,2023-07-06
SHP10386,L001,Mumbai,Delhi,C001,BlueDart Logistics,1415,1925.5,7734.85,4.017,2,2,1,0,0,1,0,2024-06-14
SHP10387,L003,Mumbai,Bangalore,C003,Delhivery Ltd,984,16334.6,73344.85,4.49,2,2,1,0,0,1,0,2023-08-19
SHP10388,L009,Mumbai,Hyderabad,C003,Delhivery Ltd,711,7269.1,20702.31,2.848,2,3,0,1,0,0,0,2023-03-22
SHP10389,L009,Mumbai,Hyderabad,C003,Delhivery Ltd,711,1908.7,5656.56,2.964,3,3,1,0,0,0,0,2023-05-09
SHP10390,L009,Mumbai,Hyderabad,C001,BlueDart Logistics,711,3376.7,9515.44,2.818,3,3,1,0,0,0,0,2024-05-29
SHP10391,L009,Mumbai,Hyderabad,C002,GATI Express,711,6232.2,20644.54,3.313,3,4,0,1,0,1,0,2023-06-25
SHP10392,L009,Mumbai,Hyderabad,C003,Delhivery Ltd,711,4840.0,13179.93,2.723,2,3,0,1,0,0,0,2023-02-12
SHP10393,L009,Mumbai,Hyderabad,C003,Delhivery Ltd,711,9933.2,30663.76,3.087,3,4,0,1,0,1,0,2023-08-04
SHP10394,L001,Mumbai,Delhi,C004,VRL Logistics,1415,2456.9,12226.21,4.976,3,3,1,0,0,0,1,2023-10-24
SHP10395,L006,Pune,Ahmedabad,C002,GATI Express,475,5952.3,15010.81,2.522,1,2,0,1,0,0,0,2024-02-20
SHP10396,L001,Mumbai,Delhi,C002,GATI Express,1415,3712.2,15895.08,4.282,2,2,1,0,0,0,0,2024-03-26
SHP10397,L003,Mumbai,Bangalore,C003,Delhivery Ltd,984,6050.5,26475.63,4.376,2,2,1,0,0,0,0,2023-05-28
SHP10398,L005,Chennai,Hyderabad,C006,Safexpress,627,5146.6,13369.47,2.598,1,1,1,0,0,0,0,2023-12-20
