shipment_id,lane_id,origin,destination,carrier_id,carrier_name,distance_km,weight_kg,freight_cost_inr,cost_per_kg,transit_days_promised,transit_days_actual,on_time_delivery,delay_days,damage_loss_flag,is_monsoon,is_festival,shipment_date,mode,freight_type
SHP21474,L319,Vijayawada,Hyderabad,C002,GATI Express,318,11237.4,35369.13,3.147,1,1,1,0,0,1,0,2024-06-27,LTL,Pharma
SHP21475,L561,Thiruvananthapuram,Jaipur,C003,Delhivery Ltd,2665,19416.5,43454.39,2.238,3,3,1,0,0,0,1,2023-11-18,LTL,Auto Parts
SHP21476,L138,Surat,Bhubaneswar,C004,VRL Logistics,1762,5011.4,18237.2,3.639,3,3,1,0,0,1,0,2023-09-23,FTL,General Cargo
SHP21477,L065,Madurai,Jaipur,C003,Delhivery Ltd,2477,3420.2,11757.71,3.438,3,3,1,0,0,0,0,2023-02-19,LTL,Textiles
SHP21478,L312,Raipur,Chandigarh,C006,Safexpress,1495,896.9,3166.26,3.53,3,6,0,3,0,0,0,2024-05-18,LTL,Electronics
SHP21479,L390,Thiruvananthapuram,Ahmedabad,C002,GATI Express,2183,18493.6,73578.15,3.979,3,3,1,0,0,1,0,2024-06-28,LTL,Electronics
SHP21480,L335,Chennai,Raipur,C002,GATI Express,1199,14561.2,52996.42,3.64,3,3,1,0,0,0,0,2023-03-16,FTL,General Cargo
SHP21481,L357,Nashik,Mangalore,C008,XpressBees,1038,11556.6,58729.39,5.082,3,3,1,0,0,0,0,2023-03-16,FTL,Electronics
SHP21482,L287,Bangalore,Ahmedabad,C008,XpressBees,1613,13429.0,59410.59,4.424,3,3,1,0,0,0,0,2023-01-22,LTL,FMCG
SHP21483,L605,Rajkot,Thiruvananthapuram,C001,BlueDart Logistics,2173,15780.4,53098.15,3.365,3,6,0,3,0,1,0,2023-09-23,FTL,Textiles
SHP21484,L270,Coimbatore,Pune,C008,XpressBees,1167,16513.5,44605.61,2.701,3,3,1,0,0,1,0,2023-06-06,FTL,General Cargo
SHP21485,L363,Hyderabad,Noida,C004,VRL Logistics,1611,8057.8,18961.11,2.353,3,3,1,0,0,0,0,2023-02-10,FTL,Auto Parts
SHP21486,L120,Kanpur,Indore,C006,Safexpress,797,23889.2,75158.14,3.146,2,2,1,0,0,1,0,2023-08-02,FTL,Textiles
SHP21487,L096,Hyderabad,Mumbai,C003,Delhivery Ltd,807,10894.9,32126.58,2.949,2,2,1,0,0,0,0,2023-12-30,FTL,General Cargo
SHP21488,L052,Jaipur,Noida,C008,XpressBees,309,3516.2,18699.32,5.318,1,3,0,2,0,0,0,2024-04-02,FTL,Pharma
SHP21489,L401,Kolkata,Rajkot,C004,VRL Logistics,2350,5538.0,18451.33,3.332,3,3,1,0,0,1,0,2023-06-29,FTL,Auto Parts
SHP21490,L161,Ranchi,Bhopal,C002,GATI Express,1048,4490.6,12276.1,2.734,3,3,1,0,0,0,0,2024-01-02,FTL,Pharma
SHP21491,L108,Mumbai,Nashik,C004,VRL Logistics,179,5653.0,13102.34,2.318,1,1,1,0,0,1,0,2024-06-04,FTL,Textiles
SHP21492,L110,Dehradun,Patna,C001,BlueDart Logistics,1132,677.8,3261.53,4.812,3,3,1,0,0,0,0,2023-12-30,FTL,Auto Parts
SHP21493,L493,Surat,Vijayawada,C002,GATI Express,1265,11136.6,55319.15,4.967,3,3,1,0,0,0,0,2023-03-28,LTL,Electronics
SHP21494,L606,Vadodara,Guwahati,C001,BlueDart Logistics,2500,23807.1,70504.88,2.962,3,3,1,0,0,0,0,2023-05-25,LTL,General Cargo
SHP21495,L600,Visakhapatnam,Bangalore,C001,BlueDart Logistics,1055,3634.7,9250.87,2.545,3,3,1,0,0,0,0,2023-03-04,FTL,Textiles
SHP21496,L571,Kochi,Vijayawada,C006,Safexpress,1117,15630.1,76296.42,4.881,3,3,1,0,0,1,0,2024-06-15,LTL,FMCG
SHP21497,L363,Noida,Hyderabad,C006,Safexpress,1611,22037.4,52512.27,2.383,3,3,1,0,0,0,1,2023-11-10,LTL,Auto Parts
SHP21498,L281,Rajkot,Surat,C005,TCI Freight,312,15736.9,33042.35,2.1,1,2,0,1,0,0,0,2023-02-05,FTL,Auto Parts
SHP21499,L115,Noida,Nashik,C001,BlueDart Logistics,1317,13717.1,64041.82,4.669,3,3,1,0,0,0,0,2023-04-13,FTL,Textiles
SHP21500,L544,Delhi,Surat,C004,VRL Logistics,1215,2757.0,15049.55,5.459,3,7,0,4,0,0,0,2024-03-01,FTL,Textiles
SHP21501,L464,Bhopal,Kolkata,C003,Delhivery Ltd,1467,21494.4,103882.18,4.833,3,7,0,4,0,1,0,2023-09-21,LTL,Pharma
SHP21502,L444,Kanpur,Pune,C006,Safexpress,1437,23944.2,103906.14,4.34,3,7,0,4,0,1,0,2023-07-20,LTL,Electronics
SHP21503,L210,Kanpur,Visakhapatnam,C003,Delhivery Ltd,1334,20233.5,50565.22,2.499,3,3,1,0,0,0,0,2024-02-18,FTL,Pharma
SHP21504,L321,Thiruvananthapuram,Varanasi,C004,VRL Logistics,2565,6042.5,15989.63,2.646,3,3,1,0,0,0,0,2024-04-18,FTL,Pharma
SHP21505,L197,Raipur,Bhopal,C005,TCI Freight,632,19117.4,47047.44,2.461,2,2,1,0,0,0,0,2023-02-05,FTL,Electronics
SHP21506,L314,Vadodara,Chandigarh,C004,VRL Logistics,1300,24498.5,50225.01,2.05,3,3,1,0,0,1,0,2023-09-01,LTL,FMCG
SHP21507,L297,Chennai,Nagpur,C006,Safexpress,1168,787.0,2898.3,3.683,3,3,1,0,0,0,0,2024-02-20,LTL,Pharma
SHP21508,L050,Kolkata,Kochi,C008,XpressBees,2474,15722.2,61482.89,3.911,3,6,0,3,0,1,0,2024-06-10,LTL,Pharma
SHP21509,L573,Pune,Ahmedabad,C003,Delhivery Ltd,674,6754.5,32586.81,4.824,2,2,1,0,0,0,0,2023-04-09,LTL,Auto Parts
SHP21510,L044,Pune,Bhopal,C005,TCI Freight,839,2046.4,6710.1,3.279,2,2,1,0,0,0,0,2023-05-10,FTL,Electronics
SHP21511,L400,Varanasi,Visakhapatnam,C008,XpressBees,1099,20836.9,50445.55,2.421,3,3,1,0,0,0,0,2023-12-22,FTL,General Cargo
SHP21512,L607,Vijayawada,Bhubaneswar,C007,Ekart Logistics,900,14055.8,74332.98,5.288,2,2,1,0,0,1,0,2023-07-06,FTL,FMCG
SHP21513,L201,Rajkot,Raipur,C004,VRL Logistics,1456,3971.9,17404.91,4.382,3,3,1,0,0,0,0,2023-12-29,FTL,FMCG
SHP21514,L608,Raipur,Noida,C001,BlueDart Logistics,1177,20106.4,65733.78,3.269,3,3,1,0,0,1,0,2024-06-27,LTL,Electronics
SHP21515,L267,Chennai,Vadodara,C003,Delhivery Ltd,1650,2953.4,7618.96,2.58,3,3,1,0,0,1,0,2023-06-05,LTL,Textiles
SHP21516,L446,Bhopal,Nashik,C004,VRL Logistics,679,7321.3,39218.0,5.357,2,2,1,0,0,1,0,2024-06-18,FTL,Textiles
SHP21517,L249,Nagpur,Guwahati,C008,XpressBees,1823,8387.1,37955.12,4.525,3,3,1,0,0,0,1,2023-11-16,FTL,Auto Parts
SHP21518,L438,Kochi,Amritsar,C001,BlueDart Logistics,3128,19001.7,47334.4,2.491,3,3,1,0,0,1,0,2023-09-06,LTL,Auto Parts
SHP21519,L414,Rajkot,Chennai,C007,Ekart Logistics,1864,10079.5,26980.8,2.677,3,3,1,0,0,0,1,2023-10-10,FTL,Electronics
SHP21520,L609,Kanpur,Nagpur,C002,GATI Express,797,18286.5,74074.11,4.051,2,2,1,0,0,0,0,2023-05-26,LTL,Auto Parts
SHP21521,L255,Mangalore,Pune,C001,BlueDart Logistics,821,16100.5,61538.86,3.822,2,2,1,0,0,0,0,2024-04-27,FTL,FMCG
SHP21522,L003,Coimbatore,Bhubaneswar,C005,TCI Freight,1818,20644.9,80399.67,3.894,3,3,1,0,0,0,0,2023-12-16,FTL,FMCG
SHP21523,L610,Mangalore,Lucknow,C007,Ekart Logistics,2168,21030.4,60863.73,2.894,3,3,1,0,0,1,0,2023-06-22,FTL,General Cargo
SHP21524,L107,Guwahati,Thiruvananthapuram,C004,VRL Logistics,3258,13309.6,30745.25,2.31,3,3,1,0,0,0,0,2024-01-07,FTL,Textiles
SHP21525,L436,Visakhapatnam,Ranchi,C007,Ekart Logistics,867,10831.0,45849.89,4.233,2,2,1,0,0,0,1,2023-10-10,FTL,Electronics
SHP21526,L013,Madurai,Raipur,C006,Safexpress,1718,10781.3,53119.86,4.927,3,3,1,0,0,0,0,2023-04-14,FTL,Pharma
SHP21527,L521,Guwahati,Visakhapatnam,C008,XpressBees,1666,5924.0,20841.73,3.518,3,3,1,0,0,0,0,2024-05-14,FTL,Textiles
SHP21528,L229,Indore,Vadodara,C007,Ekart Logistics,365,1531.5,3640.82,2.377,1,1,1,0,0,0,0,2023-04-11,LTL,Pharma
SHP21529,L579,Jabalpur,Varanasi,C002,GATI Express,509,24184.9,68567.82,2.835,2,2,1,0,0,0,0,2024-03-07,LTL,General Cargo
SHP21530,L371,Rajkot,Lucknow,C006,Safexpress,1478,16353.7,57906.13,3.541,3,3,1,0,0,0,0,2023-02-08,LTL,General Cargo
SHP21531,L401,Rajkot,Kolkata,C001,BlueDart Logistics,2350,5793.0,15250.55,2.633,3,3,1,0,0,0,1,2023-10-27,LTL,Auto Parts
SHP21532,L206,Nagpur,Jaipur,C008,XpressBees,945,21311.0,61531.25,2.887,2,2,1,0,0,1,0,2023-09-12,LTL,General Cargo
SHP21533,L445,Mangalore,Bhubaneswar,C001,BlueDart Logistics,1849,8450.6,37578.68,4.447,3,3,1,0,0,1,0,2023-06-14,FTL,General Cargo
SHP21534,L066,Kochi,Jabalpur,C006,Safexpress,1972,18647.3,86460.39,4.637,3,3,1,0,0,0,0,2024-05-26,FTL,Pharma
SHP21535,L395,Agra,Ahmedabad,C006,Safexpress,932,15601.9,71605.04,4.59,2,2,1,0,0,0,1,2023-11-10,LTL,Auto Parts
SHP21536,L167,Varanasi,Agra,C007,Ekart Logistics,704,8166.6,30544.51,3.74,2,2,1,0,0,1,0,2023-09-29,FTL,General Cargo
SHP21537,L485,Guwahati,Ahmedabad,C006,Safexpress,2550,20244.5,103960.18,5.135,3,3,1,0,0,0,1,2023-11-27,LTL,Textiles
SHP21538,L611,Jaipur,Kanpur,C004,VRL Logistics,584,14755.2,76445.31,5.181,2,2,1,0,0,1,0,2023-07-02,LTL,General Cargo
SHP21539,L264,Rajkot,Amritsar,C004,VRL Logistics,1444,2787.4,12517.74,4.491,3,3,1,0,0,1,0,2023-09-27,FTL,Auto Parts
SHP21540,L288,Noida,Ahmedabad,C006,Safexpress,1011,10220.5,53396.02,5.224,3,6,0,3,0,0,0,2023-03-26,FTL,Electronics
SHP21541,L574,Mumbai,Coimbatore,C008,XpressBees,1303,20740.3,59331.0,2.861,3,3,1,0,0,0,0,2023-01-27,FTL,Auto Parts
SHP21542,L396,Guwahati,Coimbatore,C004,VRL Logistics,2975,6511.1,18168.67,2.79,3,3,1,0,0,0,0,2023-01-13,LTL,Pharma
SHP21543,L041,Thiruvananthapuram,Visakhapatnam,C001,BlueDart Logistics,1598,21509.5,79401.38,3.691,3,3,1,0,0,1,0,2023-07-16,FTL,Electronics
SHP21544,L198,Nagpur,Bangalore,C007,Ekart Logistics,1203,15867.8,81086.27,5.11,3,3,1,0,0,0,0,2024-01-08,LTL,Textiles
SHP21545,L599,Madurai,Kolkata,C006,Safexpress,2324,9430.6,49409.46,5.239,3,3,1,0,0,0,0,2023-03-20,LTL,FMCG
SHP21546,L444,Kanpur,Pune,C004,VRL Logistics,1437,19991.1,80491.26,4.026,3,7,0,4,0,0,0,2023-04-18,LTL,Auto Parts
SHP21547,L492,Coimbatore,Surat,C004,VRL Logistics,1585,11899.5,47715.89,4.01,3,7,0,4,0,0,0,2024-03-22,FTL,Pharma
SHP21548,L008,Amritsar,Bangalore,C001,BlueDart Logistics,2727,14219.0,56257.28,3.956,3,6,0,3,0,1,0,2023-06-01,FTL,Textiles
SHP21549,L204,Amritsar,Surat,C002,GATI Express,1528,23891.0,70868.26,2.966,3,3,1,0,0,0,0,2023-01-29,LTL,Electronics
SHP21550,L527,Guwahati,Nashik,C003,Delhivery Ltd,2540,24662.1,67900.05,2.753,3,3,1,0,0,0,1,2023-11-08,FTL,Textiles
SHP21551,L270,Pune,Coimbatore,C007,Ekart Logistics,1167,4033.7,15685.62,3.889,3,3,1,0,0,0,0,2023-01-07,FTL,Auto Parts
SHP21552,L612,Chandigarh,Surat,C002,GATI Express,1468,19478.2,43797.65,2.249,3,7,0,4,0,1,0,2023-07-19,FTL,General Cargo
SHP21553,L600,Visakhapatnam,Bangalore,C003,Delhivery Ltd,1055,1222.4,6418.69,5.251,3,3,1,0,0,0,0,2023-04-07,LTL,Auto Parts
SHP21554,L097,Rajkot,Vadodara,C007,Ekart Logistics,321,9841.6,36024.45,3.66,1,1,1,0,0,0,1,2023-11-15,LTL,FMCG
SHP21555,L287,Ahmedabad,Bangalore,C007,Ekart Logistics,1613,22037.1,82614.58,3.749,3,3,1,0,0,1,0,2023-08-21,FTL,Auto Parts
SHP21556,L395,Ahmedabad,Agra,C006,Safexpress,932,11567.3,26941.37,2.329,2,2,1,0,0,0,0,2023-03-04,LTL,Electronics
SHP21557,L026,Indore,Chandigarh,C006,Safexpress,1162,2839.5,5696.18,2.006,3,3,1,0,1,0,0,2023-12-01,FTL,Electronics
SHP21558,L353,Vadodara,Vijayawada,C001,BlueDart Logistics,1311,20100.9,80167.92,3.988,3,3,1,0,0,1,0,2023-06-26,FTL,Auto Parts
SHP21559,L566,Hyderabad,Ranchi,C003,Delhivery Ltd,1265,13612.7,73715.63,5.415,3,5,0,2,0,1,0,2023-07-01,FTL,Electronics
SHP21560,L243,Kolkata,Bangalore,C003,Delhivery Ltd,2042,20451.9,72765.25,3.558,3,3,1,0,0,0,0,2023-05-04,FTL,General Cargo
SHP21561,L084,Vijayawada,Thiruvananthapuram,C002,GATI Express,1263,9051.8,23819.44,2.631,3,3,1,0,0,0,0,2024-05-24,LTL,Textiles
SHP21562,L363,Hyderabad,Noida,C006,Safexpress,1611,23476.5,123254.5,5.25,3,3,1,0,0,0,0,2024-04-03,LTL,Auto Parts
SHP21563,L124,Dehradun,Jabalpur,C002,GATI Express,1055,8789.4,28828.59,3.28,3,3,1,0,0,1,0,2023-07-12,LTL,General Cargo
SHP21564,L371,Rajkot,Lucknow,C006,Safexpress,1478,1936.3,10530.01,5.438,3,3,1,0,0,0,0,2023-04-12,FTL,Textiles
SHP21565,L331,Raipur,Agra,C006,Safexpress,976,22840.7,90688.74,3.97,2,2,1,0,0,1,0,2023-07-25,FTL,Textiles
SHP21566,L195,Thiruvananthapuram,Pune,C003,Delhivery Ltd,1510,11473.7,30900.34,2.693,3,3,1,0,0,0,0,2024-03-21,FTL,General Cargo
SHP21567,L209,Vadodara,Agra,C008,XpressBees,948,1083.9,2563.55,2.365,2,2,1,0,0,0,1,2023-11-10,LTL,Pharma
SHP21568,L107,Guwahati,Thiruvananthapuram,C001,BlueDart Logistics,3258,13425.0,28806.21,2.146,3,3,1,0,0,1,0,2023-06-27,FTL,Auto Parts
SHP21569,L009,Mumbai,Chandigarh,C001,BlueDart Logistics,1753,1656.6,5069.71,3.06,3,3,1,0,0,0,0,2023-02-23,LTL,Textiles
SHP21570,L178,Nashik,Raipur,C003,Delhivery Ltd,1072,12964.3,56835.06,4.384,3,5,0,2,0,1,0,2023-07-10,LTL,Textiles
SHP21571,L270,Coimbatore,Pune,C002,GATI Express,1167,17993.8,67179.19,3.733,3,3,1,0,0,0,0,2023-02-16,LTL,Electronics
SHP21572,L515,Vadodara,Kochi,C002,GATI Express,1829,23145.6,46675.09,2.017,3,3,1,0,0,0,0,2023-12-05,LTL,Textiles
SHP21573,L443,Bangalore,Rajkot,C004,VRL Logistics,1650,9608.7,47392.56,4.932,3,5,0,2,0,1,0,2023-09-22,LTL,General Cargo
SHP21574,L499,Nashik,Vijayawada,C004,VRL Logistics,1062,23536.7,100894.24,4.287,3,3,1,0,0,0,0,2023-01-11,LTL,Textiles
SHP21575,L058,Nagpur,Nashik,C007,Ekart Logistics,735,7313.1,37690.0,5.154,2,2,1,0,0,0,0,2023-01-11,FTL,Pharma
SHP21576,L371,Rajkot,Lucknow,C008,XpressBees,1478,3657.8,16142.78,4.413,3,4,0,1,0,0,0,2024-05-15,FTL,Auto Parts
SHP21577,L463,Amritsar,Hyderabad,C006,Safexpress,2106,4600.5,21117.79,4.59,3,3,1,0,0,0,0,2024-02-12,LTL,Auto Parts
SHP21578,L262,Thiruvananthapuram,Indore,C005,TCI Freight,2058,7475.3,29866.66,3.995,3,4,0,1,0,1,0,2023-07-26,LTL,Textiles
SHP21579,L373,Agra,Jabalpur,C008,XpressBees,629,5419.3,20668.07,3.814,2,6,0,4,0,1,0,2023-08-23,FTL,FMCG
SHP21580,L371,Lucknow,Rajkot,C003,Delhivery Ltd,1478,2548.4,11283.45,4.428,3,7,0,4,0,0,0,2024-03-24,LTL,FMCG
SHP21581,L171,Noida,Bhubaneswar,C001,BlueDart Logistics,1620,16740.5,62988.94,3.763,3,3,1,0,0,0,1,2023-11-22,LTL,General Cargo
SHP21582,L613,Lucknow,Delhi,C003,Delhivery Ltd,540,8863.0,47208.33,5.326,2,2,1,0,0,1,0,2023-07-25,FTL,FMCG
SHP21583,L117,Chandigarh,Nagpur,C007,Ekart Logistics,1419,4250.9,12843.33,3.021,3,5,0,2,0,0,0,2023-12-10,LTL,General Cargo
SHP21584,L299,Kolkata,Jaipur,C008,XpressBees,1766,2199.9,6292.19,2.86,3,3,1,0,0,0,0,2023-05-27,LTL,Electronics
SHP21585,L057,Indore,Mumbai,C001,BlueDart Logistics,659,3228.5,7192.97,2.228,2,2,1,0,1,1,0,2023-06-23,LTL,General Cargo
SHP21586,L100,Mumbai,Vadodara,C001,BlueDart Logistics,464,4015.4,9489.49,2.363,1,1,1,0,0,0,0,2023-03-01,FTL,FMCG
SHP21587,L457,Vadodara,Dehradun,C004,VRL Logistics,1313,19173.3,40708.43,2.123,3,3,1,0,1,0,0,2024-05-02,FTL,Textiles
SHP21588,L059,Jabalpur,Vadodara,C005,TCI Freight,902,17297.4,58010.03,3.354,2,2,1,0,0,0,0,2024-05-17,FTL,Electronics
SHP21589,L233,Madurai,Surat,C008,XpressBees,1792,12238.7,62968.34,5.145,3,3,1,0,0,1,0,2023-08-18,LTL,FMCG
SHP21590,L216,Noida,Vijayawada,C003,Delhivery Ltd,1786,24094.5,80947.43,3.36,3,3,1,0,0,0,0,2023-01-22,LTL,General Cargo
SHP21591,L499,Nashik,Vijayawada,C003,Delhivery Ltd,1062,1542.6,5300.84,3.436,3,3,1,0,0,0,0,2024-02-16,FTL,Pharma
SHP21592,L614,Kanpur,Surat,C004,VRL Logistics,1253,23576.1,81903.19,3.474,3,3,1,0,0,0,0,2024-03-30,LTL,Auto Parts
SHP21593,L597,Vadodara,Patna,C006,Safexpress,1642,8776.1,37990.04,4.329,3,5,0,2,0,1,0,2023-07-15,LTL,FMCG
SHP21594,L006,Jabalpur,Hyderabad,C006,Safexpress,860,22558.7,88401.21,3.919,2,2,1,0,0,0,1,2023-11-11,LTL,General Cargo
SHP21595,L524,Kochi,Nagpur,C003,Delhivery Ltd,1651,12020.7,46879.53,3.9,3,3,1,0,0,0,0,2024-02-27,LTL,Electronics
SHP21596,L480,Chandigarh,Kochi,C004,VRL Logistics,2993,8773.2,44872.6,5.115,3,3,1,0,0,0,0,2024-03-18,LTL,FMCG
SHP21597,L534,Bangalore,Bhubaneswar,C001,BlueDart Logistics,1560,17502.3,58648.41,3.351,3,3,1,0,0,1,0,2023-06-09,FTL,FMCG
SHP21598,L068,Rajkot,Hyderabad,C003,Delhivery Ltd,1264,10576.6,38499.13,3.64,3,3,1,0,0,0,0,2024-05-13,LTL,Auto Parts
SHP21599,L381,Mumbai,Bhopal,C001,BlueDart Logistics,858,17066.6,81140.9,4.754,2,3,0,1,0,0,0,2023-02-24,FTL,General Cargo
SHP21600,L147,Pune,Agra,C006,Safexpress,1371,23323.3,75764.28,3.248,3,3,1,0,0,0,1,2023-11-11,LTL,Pharma
SHP21601,L425,Amritsar,Vadodara,C006,Safexpress,1362,14794.5,72476.64,4.899,3,3,1,0,0,0,1,2023-10-24,FTL,Electronics
SHP21602,L318,Vijayawada,Varanasi,C003,Delhivery Ltd,1313,22570.0,57148.57,2.532,3,3,1,0,0,0,0,2024-02-24,LTL,General Cargo
SHP21603,L615,Chennai,Jabalpur,C008,XpressBees,1461,17646.6,52663.12,2.984,3,3,1,0,0,0,0,2023-04-27,FTL,Electronics
SHP21604,L171,Noida,Bhubaneswar,C002,GATI Express,1620,19014.0,47051.96,2.475,3,3,1,0,0,1,0,2023-06-24,LTL,FMCG
SHP21605,L409,Jaipur,Vadodara,C008,XpressBees,748,14829.8,39097.55,2.636,2,2,1,0,0,0,0,2023-12-19,FTL,Auto Parts
SHP21606,L147,Pune,Agra,C006,Safexpress,1371,2187.8,5408.9,2.472,3,3,1,0,0,1,0,2023-06-03,LTL,Auto Parts
SHP21607,L488,Dehradun,Kochi,C006,Safexpress,2943,7662.6,36586.9,4.775,3,3,1,0,0,0,0,2024-05-21,FTL,Textiles
SHP21608,L616,Jaipur,Nashik,C003,Delhivery Ltd,1032,9447.8,27252.23,2.885,3,3,1,0,0,0,0,2023-01-25,LTL,Pharma
SHP21609,L145,Guwahati,Mumbai,C003,Delhivery Ltd,2706,1774.3,5031.58,2.836,3,3,1,0,0,0,0,2024-03-19,FTL,Auto Parts
SHP21610,L350,Pune,Lucknow,C005,TCI Freight,1520,18874.9,87941.51,4.659,3,3,1,0,0,0,0,2023-02-02,FTL,FMCG
SHP21611,L420,Kanpur,Delhi,C001,BlueDart Logistics,500,7916.4,21364.37,2.699,2,2,1,0,0,0,1,2023-10-04,LTL,Pharma
SHP21612,L346,Vadodara,Pune,C006,Safexpress,557,20177.1,100637.19,4.988,2,2,1,0,0,0,0,2023-12-17,LTL,General Cargo
SHP21613,L614,Kanpur,Surat,C005,TCI Freight,1253,14033.4,52076.63,3.711,3,3,1,0,0,0,0,2023-03-28,FTL,Auto Parts
SHP21614,L476,Mumbai,Raipur,C002,GATI Express,1222,1063.7,2605.9,2.45,3,3,1,0,0,1,0,2023-07-01,LTL,Pharma
SHP21615,L204,Surat,Amritsar,C003,Delhivery Ltd,1528,14511.8,41058.36,2.829,3,4,0,1,1,0,0,2023-01-14,FTL,FMCG
SHP21616,L439,Pune,Amritsar,C003,Delhivery Ltd,1898,14777.5,79499.33,5.38,3,3,1,0,0,0,0,2023-12-05,FTL,Textiles
SHP21617,L563,Varanasi,Kanpur,C001,BlueDart Logistics,392,17751.6,47899.58,2.698,1,1,1,0,0,0,0,2023-04-04,FTL,Electronics
SHP21618,L448,Agra,Delhi,C007,Ekart Logistics,227,19894.0,56016.83,2.816,1,2,0,1,0,1,0,2024-06-26,LTL,Electronics
SHP21619,L496,Hyderabad,Guwahati,C004,VRL Logistics,2178,17851.8,66650.61,3.734,3,3,1,0,0,0,0,2023-03-04,FTL,FMCG
SHP21620,L243,Kolkata,Bangalore,C001,BlueDart Logistics,2042,2449.2,13249.35,5.41,3,3,1,0,0,1,0,2023-07-13,FTL,FMCG
SHP21621,L617,Dehradun,Amritsar,C004,VRL Logistics,428,5082.7,15883.03,3.125,1,1,1,0,0,0,1,2023-10-31,LTL,Electronics
SHP21622,L177,Nagpur,Raipur,C005,TCI Freight,338,5847.3,16830.43,2.878,1,1,1,0,0,0,0,2023-01-08,LTL,Textiles
SHP21623,L076,Madurai,Vijayawada,C003,Delhivery Ltd,1017,2084.0,4625.94,2.22,3,3,1,0,0,0,0,2024-03-16,LTL,Pharma
SHP21624,L275,Agra,Bhubaneswar,C001,BlueDart Logistics,1434,24440.6,106579.44,4.361,3,3,1,0,0,0,0,2024-01-06,LTL,Electronics
SHP21625,L618,Amritsar,Mangalore,C006,Safexpress,2703,11544.3,53076.93,4.598,3,3,1,0,0,0,0,2024-05-15,FTL,FMCG
SHP21626,L057,Mumbai,Indore,C004,VRL Logistics,659,6088.7,15811.96,2.597,2,2,1,0,0,0,0,2024-04-17,FTL,Auto Parts
SHP21627,L412,Mumbai,Nagpur,C008,XpressBees,890,21782.7,78970.43,3.625,2,2,1,0,0,0,0,2024-01-30,FTL,General Cargo
SHP21628,L206,Nagpur,Jaipur,C003,Delhivery Ltd,945,19812.5,66076.68,3.335,2,2,1,0,0,0,0,2024-01-10,FTL,Textiles
SHP21629,L158,Delhi,Kolkata,C003,Delhivery Ltd,1697,4200.4,22308.96,5.311,3,3,1,0,1,0,0,2024-04-28,LTL,Textiles
SHP21630,L221,Noida,Thiruvananthapuram,C006,Safexpress,2892,5345.0,19993.66,3.741,3,3,1,0,0,0,1,2023-10-12,FTL,Auto Parts
SHP21631,L340,Coimbatore,Hyderabad,C008,XpressBees,949,15367.2,57580.58,3.747,2,2,1,0,0,0,0,2024-05-14,FTL,Auto Parts
SHP21632,L612,Chandigarh,Surat,C002,GATI Express,1468,2139.2,6698.88,3.131,3,3,1,0,0,1,0,2023-08-29,LTL,FMCG
SHP21633,L419,Raipur,Guwahati,C004,VRL Logistics,1512,10700.5,21886.66,2.045,3,3,1,0,0,0,1,2023-11-15,FTL,Electronics
SHP21634,L265,Nashik,Dehradun,C003,Delhivery Ltd,1587,13476.1,43040.51,3.194,3,3,1,0,0,0,0,2023-05-12,FTL,Pharma
SHP21635,L075,Surat,Guwahati,C002,GATI Express,2601,933.9,3077.23,3.295,3,3,1,0,0,1,0,2023-08-28,FTL,Textiles
SHP21636,L145,Mumbai,Guwahati,C005,TCI Freight,2706,14097.4,56675.34,4.02,3,3,1,0,0,0,0,2023-05-11,FTL,Textiles
SHP21637,L574,Mumbai,Coimbatore,C004,VRL Logistics,1303,20426.4,58661.49,2.872,3,3,1,0,0,0,1,2023-11-17,FTL,Auto Parts
SHP21638,L123,Ranchi,Varanasi,C007,Ekart Logistics,409,18879.7,78966.7,4.183,1,5,0,4,0,1,0,2023-09-30,FTL,Electronics
SHP21639,L506,Amritsar,Bhubaneswar,C007,Ekart Logistics,2159,19547.1,93229.61,4.769,3,3,1,0,0,0,0,2023-03-02,LTL,Textiles
SHP21640,L093,Patna,Visakhapatnam,C004,VRL Logistics,1167,16010.2,50356.09,3.145,3,3,1,0,0,0,0,2023-05-30,LTL,Pharma
SHP21641,L255,Mangalore,Pune,C008,XpressBees,821,24639.5,101433.39,4.117,2,2,1,0,0,1,0,2023-07-12,FTL,Auto Parts
SHP21642,L014,Dehradun,Vijayawada,C001,BlueDart Logistics,2024,18519.6,49675.14,2.682,3,3,1,0,0,0,0,2024-01-21,FTL,Pharma
SHP21643,L081,Nashik,Delhi,C005,TCI Freight,1321,6894.2,17264.51,2.504,3,7,0,4,0,0,0,2024-04-21,LTL,Electronics
SHP21644,L171,Noida,Bhubaneswar,C007,Ekart Logistics,1620,14104.0,57522.57,4.078,3,3,1,0,0,0,1,2023-10-08,FTL,Textiles
SHP21645,L445,Bhubaneswar,Mangalore,C004,VRL Logistics,1849,17804.3,63858.1,3.587,3,3,1,0,0,0,0,2023-01-18,FTL,General Cargo
SHP21646,L327,Dehradun,Chandigarh,C006,Safexpress,160,14038.1,46197.66,3.291,1,1,1,0,0,0,0,2023-01-27,FTL,Textiles
SHP21647,L108,Nashik,Mumbai,C007,Ekart Logistics,179,4861.0,20152.67,4.146,1,1,1,0,0,0,1,2023-11-28,LTL,Electronics
SHP21648,L086,Jabalpur,Lucknow,C001,BlueDart Logistics,537,18208.0,81896.39,4.498,2,2,1,0,0,0,0,2023-05-24,FTL,Textiles
